StockCode,Description,Revenue,Units,Orders,Customers,Revenue_Share_%
84842,HELLO SAILOR BATHROOM SET,52.5,14.0,9,8,0.0004921866750949472
90176D,DIAMANTE NECKLACE PURPLE,52.5,7.0,4,4,0.0004921866750949472
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38.0,3,3,0.0004921866750949472
90138,WHITE/PINK MINI CRYSTALS NECKLACE,52.419999999999995,10.0,7,1,0.0004914366763519454
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,52.309999999999995,10.0,8,2,0.0004904054280803179
84927D,LA PALMIERA TILE HOOK,52.250000000000014,48.0,14,9,0.0004898429290230667
35265,COLOURFUL FLOWER FRUIT BOWL,52.20000000000001,17.0,12,11,0.0004893741798086905
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36.0,3,3,0.0004893741798086904
23035,DOORKNOB CERAMIC IVORY,52.199999999999996,36.0,1,1,0.0004893741798086904
85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.59999999999999,24.0,8,8,0.0004837491892361766
90205A,LARGE MINT DIAMANTE HAIRSLIDE,51.50999999999999,31.0,16,6,0.0004829054406502996
84597B,RETRO BROWN BALL ASHTRAY ,51.25,41.0,5,3,0.00048046794473554375
20910,VINTAGE PHOTO ALBUM PARIS DAYS,50.8,8.0,3,2,0.00047624920180615847
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,50.72,53.0,10,5,0.00047549920306315667
35916B,BLUE FELT HANGING HEART WITH FLOWER,50.57000000000002,75.0,30,1,0.0004740929554200284
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,50.400000000000006,24.0,2,2,0.00047249920809114943
90018C,SILVER BLACK ORBIT DROP EARRINGS,50.4,12.0,9,3,0.0004724992080911494
47348A,FUSCHIA VOILE POINTY SHOE DEC,50.31,97.0,15,11,0.00047165545950527234
44242B,PINK FEATHERS CURTAIN,50.28,52.0,3,3,0.00047137420997664663
90214D,"LETTER ""D"" BLING KEY RING",49.89999999999998,68.0,32,5,0.0004678117159473877
90214M,"LETTER ""M"" BLING KEY RING",49.81999999999997,60.0,28,3,0.00046706171720438584
90180B,PURPLE AMETHYST NECKLACE W TASSEL,49.81,5.0,5,3,0.0004669679673615109
23603,SET 10 CARD KRAFT REINDEER 17084,49.80000000000002,20.0,14,0,0.00046687421751863585
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36.0,3,3,0.0004668742175186357
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,49.760000000000005,10.0,4,2,0.0004664992181471348
20667,CHERRY BLOSSOM PURSE,49.690000000000005,20.0,16,1,0.0004658429692470082
90202B,WHITE ENAMEL FLOWER HAIR TIE,49.64999999999999,17.0,10,2,0.00046546796987550717
90142D,MOP PENDANT SHELL NECKLACE,49.64,10.0,4,3,0.000465374220032632
90157,RIVIERA NECKLACE,49.59,10.0,5,2,0.0004649054708182559
23015,CORDIAL JUG,49.5,6.0,2,2,0.00046406172223237887
21816,CHRISTMAS TREE T-LIGHT HOLDER,49.3,34.0,7,6,0.00046218672537487427
21089,SET/6 GREEN SPRING PAPER CUPS,48.99000000000001,233.0,25,23,0.00045928048024574227
90038B,GLASS AND PAINTED BEADS BRACELET OL,48.76999999999999,13.0,8,1,0.0004572179837024871
84497,BUTTONS AND STRIPES NOTEBOOK ,48.75,13.0,7,7,0.00045703048401673677
90002D,FLOWER BURST SILVER RING CRYSTAL,48.71,13.0,9,5,0.0004566554846452358
21720,CAKE SHOP  STICKER SHEET,48.45,57.0,8,8,0.0004542179887304799
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,48.39,3.0,2,0,0.0004536554896732285
84559a,3D SHEET OF DOG STICKERS,48.37999999999999,29.0,22,0,0.0004535617398303532
84510E,SET OF 4 GREEN CAROUSEL COASTERS,48.290000000000006,34.0,16,9,0.0004527179912444763
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,48.20999999999999,29.0,15,3,0.00045196799250147424
84402B,PURPLE DRESS JEWELLERY STAND,48.19,61.0,3,3,0.0004517804928157239
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,48.06,30.0,12,3,0.00045056174485834605
90169,DAISY HAIR COMB,47.83999999999999,19.0,11,1,0.00044849924831509086
90036A,FLOWER GARLAND NECKLACE RED,47.7,6.0,4,3,0.0004471867505148378
23539,"WALL ART , LOVES' SECRET ",47.6,8.0,2,2,0.0004462492520860855
90165B,WHITE ROSEBUD  PEARL EARRINGS,47.429999999999986,19.0,18,1,0.0004446555047572065
17084J,LOVE POTION MASALA INCENSE,47.25,225.0,8,8,0.00044296800758545247
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16.0,3,3,0.0004424992583710764
84086B,YELLOW/BLUE RETRO RADIO,47.2,16.0,7,3,0.0004424992583710764
84706F,RED PEONY TABLE CLOCK,47.2,16.0,10,9,0.0004424992583710764
84750A,PINK SMALL GLASS CAKE STAND,46.8,24.0,1,1,0.0004387492646560672
84857B,BLUE MONTE CARLO HANDBAG,46.8,24.0,1,1,0.0004387492646560672
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,46.76,16.0,10,1,0.00043837426528456634
21392,RED POLKADOT PUDDING BOWL,46.39000000000001,34.0,7,5,0.000434905521098183
23107,WHITE WIRE PLANT POT HOLDER,46.24,16.0,2,2,0.0004334992734550545
84801B,WHITE HYDRANGEA ART FLOWER,46.2,22.0,3,3,0.0004331242740835536
23047,PAPER LANTERN 5 POINT STUDDED STAR,46.0,8.0,4,4,0.000431249277226049
85031A,ROMANTIC IMAGES SCRAP BOOK SET,45.900000000000006,16.0,7,7,0.0004303117787972968
90012B,BLACK DROP CRYSTAL NECKLACE,45.35000000000001,13.0,3,2,0.0004251555374391593
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,45.0,12.0,7,6,0.0004218742929385262
23625,SET 6 CARDS SPARKLY REINDEER 17262,44.91000000000001,9.0,4,0,0.00042103054435264925
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,44.86,9.0,5,2,0.000420561795138273
84906,PINK BUTTERFLY CUSHION COVER,44.85,23.0,5,3,0.0004204680452953978
85185D,FROG SOCK PUPPET,44.250000000000014,15.0,8,7,0.0004148430547228843
20670,VIP HOLIDAY PURSE,44.04,14.0,11,5,0.00041287430802250434
47344B,BLUE FLOWER DES PURSE,43.65999999999999,44.0,6,6,0.00040931181399324557
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.64999999999999,235.0,14,13,0.00040921806415037033
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,43.51,4.0,4,0,0.00040790556635011716
20698,LITTLE PINK MONSTER SOFT TOY,43.35,17.0,8,7,0.0004064055688641136
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,43.150000000000006,43.0,12,8,0.00040453057200660913
37444C,PINK BREAKFAST CUP AND SAUCER ,43.05000000000001,23.0,9,5,0.0004035930735778568
23038,T-LIGHT HOLDER SILVER SAUCER,42.919999999999995,44.0,8,4,0.00040237432562047876
84539,KNITTED RABBIT DOLL ,42.9,26.0,2,1,0.00040218682593472834
22987,WRAP SUMMER ROSE DESIGN,42.84,102.0,5,4,0.00040162432687747697
20818,GOLD TEDDY BEAR,42.7,15.0,5,2,0.0004003118290772238
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,42.580000000000005,40.0,17,7,0.0003991868309627211
84922,PINK BUTTERFLY WASHBAG,42.29,9.0,6,5,0.00039646808551933936
90029,NEW BAROQUE SMALL NECKLACE BLACK,42.14,5.0,4,2,0.00039506183787621095
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,42.13,5.0,4,1,0.0003949680880333358
47570b,TEA TIME TABLE CLOTH,42.019999999999996,2.0,2,0,0.00039393683976170825
16156L,"WRAP, CAROUSEL",42.0,100.0,4,4,0.00039374934007595783
17084A,TRANQUILITY MASALA INCENSE,42.0,200.0,7,7,0.00039374934007595783
23231,WRAP  VINTAGE DOILEY ,42.0,100.0,2,2,0.00039374934007595783
90120D,WHITE MURANO TWIST BRACELET,41.790000000000006,10.0,5,2,0.00039178059337557805
20666,ECONOMY HOLIDAY PURSE,41.529999999999994,30.0,17,4,0.000389343097460822
23045,PAPER LANTERN 5 POINT STAR MOON 30,41.5,10.0,5,5,0.0003890618479321964
15030,FAN BLACK FRAME ,41.46999999999999,143.0,12,11,0.00038878059840357065
84997a,GREEN 3 PIECE POLKADOT CUTLERY SET,41.449999999999996,5.0,5,0,0.0003885930987178202
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,41.449999999999996,5.0,5,0,0.0003885930987178202
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,41.44999999999999,25.0,19,1,0.00038859309871782017
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,41.36999999999998,25.0,15,3,0.00038784309997481827
90039B,FIRE POLISHED GLASS BRACELET MONTAN,41.309999999999995,11.0,6,1,0.000387280600917567
90162C,ANT SILVER FUSCHIA BOUDICCA RING,41.30000000000001,14.0,7,3,0.0003871868510746919
85089,CANDY SPOT BUNNY,41.30000000000001,14.0,5,5,0.0003871868510746919
84921,CREAM AND PINK FLOWERS PONY ,41.25,11.0,5,5,0.00038671810186031573
75013B,"STRING OF 8 BUTTERFLIES,PINK",41.25,25.0,6,6,0.00038671810186031573
23448,CREAM BUNNY EASTER EGG BASKET,41.24999999999999,25.0,3,3,0.0003867181018603156
90067A,PINK VINTAGE VICTORIAN EARRINGS,41.150000000000006,14.0,7,3,0.00038578060343156346
90177E,DROP DIAMANTE EARRINGS GREEN,41.08,14.0,9,1,0.0003851243545314368
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,41.01,14.0,7,2,0.0003844681056313102
90182C,BLACK 3 BEAD DROP EARRINGS,40.96,14.0,9,1,0.0003839993564169341
90130C,GREEN STONE/CRYSTAL EARRINGS,40.94999999999999,14.0,13,0,0.00038390560657405875
90177A,CLASSIC DIAMANTE EARRINGS JET,40.9,14.0,9,1,0.0003834368573596827
23148,MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48.0,4,4,0.00038249935893093045
10120,DOGGY RUBBER,40.530000000000015,193.0,29,25,0.0003799681131732994
71495A,CD WALL TIDY BLUE OFFICE,40.379999999999995,103.0,8,2,0.00037856186553017083
90214G,"LETTER ""G"" BLING KEY RING",40.19999999999998,60.0,30,5,0.0003768743683584166
85092,CANDY SPOT TEA COSY,40.05,27.0,2,2,0.0003754681207152883
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,40.03,12.0,8,1,0.0003752806210295379
90165A,PINK ROSEBUD PEARL EARRINGS,39.97999999999999,16.0,15,0,0.00037481187181516163
72369A,PINK CLEAR GLASS CANDLE PLATE,39.92,30.0,5,3,0.00037424937275791037
23462,ROCOCO WALL MIROR,39.9,2.0,1,1,0.0003740618730721599
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,39.660000000000004,8.0,2,1,0.00037181187684315445
84725,FREESTYLE CANVAS ART PICTURE,39.650000000000006,41.0,18,16,0.00037171812700027927
22972,CHILDRENS SPACEBOY MUG,39.599999999999994,24.0,2,2,0.000371249377785903
84596f,SMALL MARSHMALLOWS PINK BOWL,39.36000000000001,16.0,12,0,0.00036899938155689763
84575A,PINK DOG CANNISTER,39.3,14.0,4,4,0.0003684368824996462
21307,SET/4 BUTTERFLY MIRROR MAGNETS,39.199999999999996,79.0,13,11,0.00036749938407089393
35910A,MULTICOLOUR EASTER RABBIT ,39.0,20.0,4,4,0.0003656243872133894
47341A,FUSCHIA TABLE RUN FLOWER ,38.75,27.0,5,5,0.0003632806411415087
90064A,WHITE VINTAGE CRYSTAL EARRINGS,38.699999999999996,10.0,6,3,0.0003628118919271325
84751B,BLACK MEDIUM GLASS CAKE STAND,38.68999999999999,19.0,8,8,0.0003627181420842572
21393,BLUE POLKADOT PUDDING BOWL,38.67,29.0,7,7,0.00036253064239850685
47420,ASSORTED COLOUR SUCTION CUP HOOK,38.379999999999995,202.0,13,11,0.0003598118969551252
84559b,3D SHEET OF CAT STICKERS,38.32999999999999,23.0,20,0,0.00035934314774074903
84746,PINK EASTER HENS+FLOWER,38.31,14.0,9,1,0.00035915564805499866
84925D,LA PALMIERA WALL THERMOMETER,38.25,15.0,10,8,0.0003585931489977473
84617,NEW BAROQUE BLACK BOXES,38.25,3.0,3,3,0.0003585931489977473
90190B,GOLD/AMBER DROP EARRINGS W LEAF,38.18,13.0,7,1,0.0003579369000976207
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,200.0,9,9,0.00035624940292586655
84033,FLAG OF ST GEORGE ,37.949999999999996,23.0,7,7,0.0003557806537114904
84809B,PINK CHRYSANTHEMUMS ART FLOWER,37.800000000000004,18.0,1,1,0.00035437440606836206
90075,MONTANA DIAMOND CLUSTER NECKLACE,37.66,4.0,3,0,0.0003530619082681088
90199D,5 STRAND GLASS NECKLACE AMBER,37.620000000000005,6.0,6,2,0.000352686908896608
90212B,JET BLACK LAS VEGAS BRACELET ROUND,37.62,10.0,8,1,0.0003526869088966079
79191D,RETRO PLASTIC DAISY TRAY,37.61,35.0,16,7,0.0003525931590537327
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,37.5,6.0,3,3,0.0003515619107821052
72709,IVORY SCULPTED RND CANDLE ,37.4,44.0,7,4,0.00035062441235335286
35809a,ENAMEL PINK TEA CONTAINER,37.33,9.0,9,0,0.0003499681634532263
84509b,SET OF 4 FAIRY CAKE PLACEMATS,37.3,5.0,4,0,0.0003496869139246006
90074,BLACK DIAMOND CLUSTER NECKLACE,37.239999999999995,4.0,3,1,0.0003491244148673492
22837,HOT WATER BOTTLE BABUSHKA LARGE,37.2,8.0,1,1,0.00034874941549584837
22407,MONEY BOX FIRST AID DESIGN,36.78,44.0,11,9,0.00034481192209508875
84522,PINK PARTY SUNGLASSES,36.760000000000005,20.0,12,6,0.00034462442240933833
90085,CRYSTAL STILETTO PHONE CHARM,36.75999999999999,34.0,10,2,0.0003446244224093382
90214H,"LETTER ""H"" BLING KEY RING",36.75999999999998,48.0,30,4,0.00034462442240933806
71510,SQUARE METAL CANDLEHOLDER BASE,36.52,52.0,8,5,0.00034237442618033283
35913B,WHITE/PINK CHICK EASTER DECORATION,36.33,37.0,10,8,0.00034059317916570347
84548,CROCHET BEAR RED/BLUE  KEYRING,36.3,22.0,4,3,0.0003403119296370778
17090D,VANILLA INCENSE 40 CONES IN TIN,36.25,29.0,12,6,0.0003398431804227017
84226,HEN HOUSE W FAMILY IN BARN & NEST,36.21,51.0,10,9,0.0003394681810512008
85216,ASSORTED CAKES FRIDGE MAGNETS,35.74999999999999,55.0,8,6,0.0003351556882789402
90094,NECKLACE+BRACELET SET FRUIT SALAD ,35.7,14.0,13,12,0.0003346869390645642
90179C,BLACK FINE BEAD NECKLACE W TASSEL,35.44,6.0,6,1,0.0003322494431498082
79063D,"RETRO PILL BOX , REVOLUTIONARY",35.32999999999999,190.0,11,9,0.00033121819487818064
90179A,AMBER FINE BEAD NECKLACE W TASSEL,35.31,6.0,5,2,0.00033103069519243027
90123D,WHITE HEART OF GLASS BRACELET,35.31,6.0,5,2,0.00033103069519243027
90011B,BLACK CRYSTAL DROP EARRINGS,35.27,12.0,7,2,0.00033065569582092937
90060F,FIRE POLISHED GLASS NECKL GREEN,35.160000000000004,6.0,6,0,0.00032962444754930186
90186A,AMETHYST HOOP EARRING FLORAL LEAF,35.11,12.0,9,3,0.00032915569833492567
90131,PINK/AMETHYST/GOLD NECKLACE,34.870000000000005,5.0,2,1,0.0003269057021059203
23196,LEAVES MAGNETIC  SHOPPING LIST,34.8,24.0,2,2,0.0003262494532057936
90049,IVORY GOLD METAL BAG CHARM,34.77,5.0,3,2,0.00032596820367716795
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,34.68999999999999,21.0,14,3,0.000325218204934166
20827,GOLD APERITIF GLASS,34.32,88.0,2,1,0.00032174946074778267
79406,FROSTED WHITE BASE ,34.120000000000005,144.0,8,6,0.0003198744638902782
81950B,FLOWER BLUE CLOCK WITH SUCKER,33.93,117.0,8,8,0.00031809321687564877
84873A,FUNKY FLOWER PICNIC BAG FOR 4,33.9,2.0,2,2,0.00031781196734702305
90026C,GLASS BEAD HOOP NECKLACE GREEN,33.82,4.0,3,2,0.00031706196860402125
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,33.81,4.0,3,1,0.00031696821876114607
17136A,BLUE STONES ON WIRE FOR CANDLE,33.75,404.0,17,16,0.00031640571970389464
90038C,GLASS AND BEADS BRACELET IVORY,33.69,9.0,4,1,0.00031584322064664327
72783,BLACK SIL'T SQU CANDLE PLATE ,33.6,16.0,2,2,0.00031499947206076623
90129D,AMBER GLASS TASSLE BAG CHARM,33.440000000000005,14.0,7,2,0.00031349947457476264
23390,DOLLY GIRL MINI RUCKSACK,33.2,8.0,2,2,0.00031124947834575714
37423,WHITE WITH BLACK CATS PLATE,33.18,78.0,3,3,0.00031106197866000667
72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,33.16,4.0,4,0,0.0003108744789742562
35610C,WHITE CHRISTMAS FLOCK DROPLET ,32.51,25.0,2,1,0.00030478073918736637
37468,HARDMAN MUG 3 ASSORTED,32.42000000000001,65.0,13,11,0.00030393699060148944
17109D,FLOWER FAIRY INCENSE BOUQUET,32.349999999999994,61.0,5,4,0.00030328074170136266
84824,DANISH ROSE UMBRELLA STAND,31.9,2.0,2,2,0.0002990619987719775
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",31.8,4.0,2,2,0.0002981245003432252
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,31.25,25.0,7,7,0.0002929682589850876
23366,SET 12 COLOUR PENCILS DOILEY,31.200000000000003,48.0,3,3,0.00029249950977071153
23632,SET 10 CARDS CHEERFUL ROBIN 17065,31.199999999999996,15.0,10,0,0.0002924995097707115
85018D,YULETIDE IMAGES S/6 PAPER BOXES,30.6,12.0,7,6,0.00028687451919819784
22937,BAKING MOULD CHOCOLATE CUP CAKES,30.599999999999998,12.0,2,2,0.0002868745191981978
22937,BAKING MOULD CUPCAKE CHOCOLATE,30.599999999999998,12.0,1,1,0.0002868745191981978
44228,CANNABIS LEAF BEAD CURTAIN,30.599999999999998,36.0,2,2,0.0002868745191981978
37471,MULTICOLOUR POLKADOT PLATE,30.43,29.0,3,1,0.00028528077186931896
90176B,DIAMANTE NECKLACE BLACK ,30.12,4.0,3,1,0.0002823745267401869
35610B,BLACK CHRISTMAS FLOCK DROPLET ,30.0,24.0,1,1,0.00028124952862568415
22953,BIRTHDAY BANNER TAPE,30.0,24.0,1,1,0.00028124952862568415
23252,ENAMEL JUG PANTRY,30.0,8.0,2,2,0.00028124952862568415
23250,ENAMEL BOWL PANTRY,30.0,24.0,2,2,0.00028124952862568415
23396,BUTTERFLY CUSHION COVER,30.0,8.0,2,2,0.00028124952862568415
23437,GIFT BAG LARGE 50'S CHRISTMAS,30.0,24.0,2,2,0.00028124952862568415
90195B,BLACK GEMSTONE BRACELET,29.98,4.0,4,3,0.00028106202893993373
90176E,DIAMANTE NECKLACE GREEN,29.98,4.0,3,2,0.00028106202893993373
90039A,FIRE POLISHED GLASS BRACELET RED,29.96,8.0,3,1,0.00028087452925418325
21310,CAPIZ CHANDELIER,29.95,1.0,1,1,0.000280780779411308
90122B,JADE CRYSTAL+GLASS BRACELET,29.93,6.0,6,1,0.00028059327972555754
21667,GLASS CAKE COVER AND PLATE,29.9,2.0,1,1,0.0002803120301969318
90136,PALE PINK/AMETHYST STONE NECKLACE,29.849999999999998,3.0,2,2,0.0002798432809825557
90014C,SILVER/BLACK ORBIT NECKLACE,29.849999999999998,3.0,2,2,0.0002798432809825557
84660a,WHITE STITCHED WALL CLOCK,29.84,4.0,2,0,0.0002797495311396805
90159,COTE D'AZURE NECKLACE,29.79,6.0,5,2,0.0002792807819253043
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,29.73,7.0,5,3,0.000278718282868053
90120A,PINK MURANO TWIST BRACELET,29.73,7.0,3,0,0.000278718282868053
21757,LIGHTHOUSE PRINTED METAL SIGN,29.700000000000003,6.0,3,3,0.00027843703333942733
23530,"WALL ART,ONLY ONE PERSON ",29.700000000000003,6.0,1,1,0.00027843703333942733
21040,MODERN VINTAGE COTTON SHOPPING BAG,29.699999999999996,22.0,8,8,0.0002784370333394272
35816P,"ACRYLIC JEWEL ANGEL,PINK",29.64,78.0,2,2,0.0002778745342821759
90214I,"LETTER ""I"" BLING KEY RING",29.619999999999997,38.0,13,3,0.0002776870345964255
84706D,CHERRY BLOSSOM TABLE CLOCK ,29.599999999999994,8.0,4,3,0.00027749953491067495
90162D,ANT SILVER PURPLE BOUDICCA RING,29.500000000000004,10.0,5,3,0.0002765620364819228
84465,15 PINK FLUFFY CHICKS IN BOX,29.5,10.0,7,7,0.00027656203648192273
82605,OLD DOC RUSSEL METAL SIGN,29.400000000000006,14.0,3,3,0.0002756245380531705
84558a,3D DOG PICTURE PLAYING CARDS,29.31,5.0,5,0,0.0002747807894672934
85030,FRENCH CHATEAU OVAL PLATTER,29.249999999999996,15.0,6,6,0.000274218290410042
90214N,"LETTER ""N"" BLING KEY RING",29.229999999999993,41.0,24,3,0.0002740307907242915
84199,GLOW IN DARK DOLPHINS,29.190000000000012,139.0,31,28,0.0002736557913527908
21011,GLITTER SNOW PEAR TREE DECORATION,28.999999999999996,20.0,3,2,0.0002718745443381613
46776f,WOVEN ROSE GARDEN CUSHION COVER ,28.91,7.0,1,0,0.0002710307957522843
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,28.759999999999998,5.0,5,3,0.0002696245481091559
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,28.729999999999997,17.0,4,3,0.00026934329858053016
90093,CLEAR CRYSTAL STAR PHONE CHARM,28.57,52.0,10,5,0.0002678433010945265
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,28.400000000000002,9.0,6,1,0.0002662495537656477
17165D,ASS COL LARGE SAND FROG P'WEIGHT,28.35,27.0,7,6,0.00026578080455127155
23380,PACK OF 12 DOILEY TISSUES,28.08,72.0,2,2,0.00026324955879364033
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,28.05,11.0,3,2,0.0002629683092650147
90005A,JADE GREEN ENAMEL HAIR COMB,28.02,14.0,10,0,0.00026268705973638896
90214R,"LETTER ""R"" BLING KEY RING",28.009999999999984,41.0,25,3,0.0002625933098935136
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,27.900000000000002,6.0,3,3,0.00026156206162188626
79066k,RETRO MOD TRAY,27.769999999999992,17.0,10,0,0.0002603433136645082
23637,SET 10 CARDS OUT OF ORDER 17216,27.39,11.0,9,0,0.00025678081963524966
23613,SET 10 XMAS CARDS & BADGES 17070,27.39,11.0,6,0,0.00025678081963524966
44235,ASSORTED COLOURED CIRCLE MOBILE ,27.300000000000008,65.0,7,6,0.00025593707104937263
85126,LARGE ROUND CUTGLASS CANDLESTICK,27.14,2.0,1,0,0.00025443707356336893
85017C,ENVELOPE 50 CURIOUS IMAGES,27.02,50.0,10,10,0.0002533120754488662
79323P,PINK CHERRY LIGHTS,27.0,4.0,1,1,0.0002531245757631157
23702,High Resolution Image,27.0,4.0,3,3,0.0002531245757631157
84993a,75 GREEN PETIT FOUR CASES,26.55999999999999,32.0,19,0,0.00024899958267660566
35598A,DUSTY PINK CHRISTMAS TREE 60CM,26.550000000000004,9.0,2,2,0.00024890583283373053
84675,FROG KING WATERING CAN,26.55,9.0,2,2,0.0002489058328337305
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,26.519999999999996,16.0,10,3,0.00024862458330510476
21836,GINGHAM OVEN GLOVE RED HEART ,26.490000000000002,5.0,3,2,0.0002483433337764791
72140E,BEST DAD CANDLE LETTERS,26.35,31.0,8,8,0.00024703083597622593
90212C,PURPLE LAS VEGAS BRACELET ROUND,26.25,7.0,3,2,0.0002460933375474736
23636,SET 10 CARDS WISHING TREE 17116,26.19,9.0,7,0,0.0002455308384902223
90183C,BLACK DROP EARRINGS W LONG BEADS,26.149999999999995,9.0,9,1,0.0002451558391187213
35916B,BLUE FELT HANGING HEART W FLOWER,26.11,16.0,2,0,0.00024478083974722043
21461,BLUE EASTER EGG HUNT START POST,25.809999999999995,11.0,6,4,0.00024196834446096354
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,25.5,3.0,3,3,0.00023906209933183153
84968B,SET OF 16 VINTAGE IVORY CUTLERY,25.5,2.0,2,2,0.00023906209933183153
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,25.49,1.0,1,0,0.00023896834948895627
35910B,PINK FLOWERS RABBIT EASTER,25.349999999999998,13.0,3,3,0.00023765585168870307
90026B,GLASS BEAD HOOP NECKLACE MONTANA,25.32,3.0,3,2,0.0002373746021600774
90037B,TINY CRYSTAL BRACELET GREEN,25.28,10.0,5,1,0.0002369996027885765
90013D,PURPLE VINTAGE EARRINGS,25.17,6.0,3,0,0.000235968354516949
90188,DROP EARRINGS W FLOWER & LEAF,25.130000000000003,10.0,7,2,0.0002355933551454481
84596e,SMALL LICORICE DES PINK BOWL,25.099999999999998,10.0,6,0,0.0002353121056168224
90033,IVORY SHELL HEART EARRINGS,25.070000000000004,10.0,9,1,0.00023503085608819676
23104,IVORY PANTRY HANGING LAMP ,25.0,2.0,1,1,0.00023437460718807012
22135,LADLE LOVE HEART PINK,24.980000000000008,39.0,13,3,0.00023418710750231975
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,24.96,3.0,3,0,0.00023399960781656925
23214,BELL HEART ANTIQUE GOLD,24.96,12.0,1,1,0.00023399960781656925
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,24.900000000000002,6.0,1,1,0.00023343710875931787
23620,SET 10 CARDS PERFECT POST 17090,24.900000000000002,10.0,7,0,0.00023343710875931787
85132c,CHARLIE AND LOLA FIGURES TINS,24.869999999999997,3.0,3,0,0.0002331558592306921
85034a,3 GARDENIA MORRIS BOXED CANDLES,24.869999999999997,3.0,3,0,0.0002331558592306921
15060b,FAIRY CAKE DESIGN UMBRELLA,24.869999999999997,3.0,3,0,0.0002331558592306921
85115B,S/4 BLACK DISCO PARTITION PANEL,24.869999999999997,3.0,1,0,0.0002331558592306921
90043,COPPER AND BRASS BAG CHARM,24.810000000000002,4.0,2,2,0.00023259336017344078
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,24.789999999999992,15.0,10,3,0.00023240586048769025
90214B,"LETTER ""B"" BLING KEY RING",24.769999999999992,37.0,22,2,0.0002322183608019398
84854,GIRLY PINK TOOL SET,24.75,5.0,1,1,0.00023203086111618944
20820,SILVER LOOKING MIRROR,24.75,5.0,2,2,0.00023203086111618944
20778,GARDEN PATH NOTEBOOK ,24.75,15.0,8,8,0.00023203086111618944
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,24.75,5.0,2,1,0.00023203086111618944
84993B,75 BLACK PETIT FOUR CASES,24.36,58.0,18,16,0.0002283746172440555
90076,MONTANA DIAMOND CLUSTER EARRINGS,24.119999999999997,9.0,4,1,0.00022612462101505
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,23.85,3.0,2,1,0.0002235933752574189
84562A,PINK/WHITE RIBBED MELAMINE JUG,23.85,3.0,3,2,0.0002235933752574189
21357,TOAST ITS - DINOSAUR,23.75,19.0,10,9,0.0002226558768286666
35909A,RABBIT EASTER DECORATION,23.6,8.0,3,3,0.0002212496291855382
35909B,PINK FLOWERS RABBIT EASTER,23.6,8.0,2,2,0.0002212496291855382
90083,CRYSTAL CZECH CROSS PHONE CHARM,23.469999999999995,25.0,9,2,0.00022003088122816018
